"","PON1","NRXN1","APOBEC2","AP3B2","CST5","GCGR","GFRA3","LMO1","CHRNA4","GABRR1","GAP43","SOD3","TMEM61","GHRH","PAK3","FRMPD4","STMN4","HCN4","ADCY2","SERPINA5","ASB4","SCG5","KCNMB2","MGAT4C","GRIA3","ATP1A2","HAND2","LCN12","SYNGR4","GRIN1","SCGN","MB","NEUROG1","DIRAS3","DSCAML1","KCNC1","PKIB","COL22A1","HAPLN2","SLC4A10","TTBK1","KCNK3","RIPPLY2","KCNJ4","RALYL","RXRG","CELF4","LHFPL5","MS4A8","RNF182","C2CD4B","GRIA2","DCX","CADM2","ZFR2","CPNE4","TCEAL5","CST2","HEPACAM","KCNA1","PCDHA8","NOVA1","PLP1","SNAP91","ONECUT2","KCNB1","C22ORF42","TAGLN3","EPHA8","PCDHB1","RGS8","GPC5","TMEM114","SYT13","GP2","VWC2L","CACNG2","COL20A1","GHSR","ZDHHC22","SOX1","AMER3","SPHKAP","C8ORF86"
"TCGA.05.4244.01A1",133,7,1997,594,11,6,1093,17,0,0,10,3987,184,2,98,0,6,87,40,7,30,2735,15,1,9,81,1,239,13,16,0,1042,0,122,173,2,541,1029,4,15,42,308,0,0,0,23,98,53,549,23,146,0,0,32,6,1124,2,21,1,2,15,101,7,0,575,420,1,5,1,6,6,15,1,4,0,3,1,3,1,2,1,0,2,0
"TCGA.55.6983.01A1",32,25,10,69,12,3,168,6,1,6,18,2449,458,0,4960,5,1,95,328,293,15,3071,40,5,10,250,3,61,3,601,1,2764,0,63,317,2,475,238,6,16,84,4711,3,0,1,30,60,8,4290,37,257,0,0,39,11,168,7,327,3,9,5,165,15,66,429,56,0,17,8,34,4,196,0,7578,56,6,1,0,0,2,0,8,2,0
"TCGA.97.8172.01A1",17,17,30,206,21,3,4512,2,1,0,27,5704,328,0,348,13,3,271,206,121,21,43,11,18,57,804,4,179,4,165,4,106,0,163,92,7,292,168,4,21,31,976,1,0,0,57,188,11,42,271,445,3,0,75,4,71,9,7,2,1,31,106,85,32,1474,40,0,1,2,7,5,228,4,13,16,0,0,6,1,0,0,1,0,0
"TCGA.78.7152.01A1",17,1,5,2,6,0,71,1,0,0,5,647,82,0,826,0,0,87,15,30,6,133,3,0,4,97,1,46,0,298,0,221,0,28,184,0,103,24,3,3,47,171,1,0,0,4,39,5,13,5,16,4,2,2,3,47,0,80,2,1,11,7,0,10,49,5,0,0,1,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA.97.8547.01A1",37,2,271,15,55,11,9,13,0,2,12,1211,312,0,52,0,0,5,69,293,4,1047,0,2,7,10,3,59,21,11,0,620,0,156,80,1,716,104,1,6,37,39,0,4,0,8,23,16,1,5,49,9,0,0,3,82,0,97,1,6,5,100,7,2,1,3,0,0,6,2,2,2,0,1116,0,2,0,7,0,0,0,3,5,0
"TCGA.97.8177.01A1",21,5,61,76,26,2,2309,6,15,4,42,3712,99,1,84,1,1,37,86,184,11,327,11,3,10,117,4,103,16,68,25,327,0,351,23,3,717,400,0,21,42,476,2,2,0,150,21,11,84,73,118,7,1,113,98,76,24,267,3,1,0,90,2,11,24,31,0,2,82,3,4,239,11,139,543,1,0,3,0,1,4,1,2,0
"TCGA.MP.A4TI.01A1",148,1,11,20,18,37,51,9,0,3,44,1510,82,0,261,2,0,4,23,306,9,146,2,4,27,59,28,73,20,28,0,244,1,49,21,2,790,215,2,15,63,146,0,3,1,26,15,0,33,71,40,0,3,7,11,59,1,371,0,0,2,175,4,0,56,5,0,4,2,3,5,30,7,47,0,0,2,12,0,1,0,0,0,0
"TCGA.55.8085.01A1",43,7,31,59,8,2,2913,11,1,4,42,5598,15,0,1260,0,2,250,37,73,15,2431,5,0,4,53,0,411,2,79,5,322,0,51,11,1,114,100,2,26,56,2754,0,0,0,5,206,55,49,11,42,4,2,17,6,74,2,37,0,2,8,423,3,33,362,13,0,6,9,40,3,324,3,12,0,2,0,0,0,1,0,0,0,0
"TCGA.78.7540.01A1",7,7,10,11,92,0,143,0,0,0,11,1303,351,0,18,3,1,28,30,1321,21,42,31,7,20,43,1,47,4,46,110,115,0,73,28,0,848,84,3,5,7,702,1,1,0,52,31,15,2056,27,343,0,21,1,18,49,6,133,0,21,13,21,23,6,4296,31,0,0,0,16,5,34,7,5989,3,0,2,0,0,0,0,2,0,3
"TCGA.38.4625.01A1",8,4,8,15,7,2,119,24,0,1,3,1080,501,0,398,0,0,3,15,270,21,168,15,4,11,52,1,34,46,472,0,55,0,26,35,3,277,53,11,8,21,384,0,47,0,34,40,6,11,33,33,1,1,11,5,485,4,8,1,2,3,16,0,7,229,8,0,751,1,4,1,17,0,11,3,0,1,20,0,1,0,0,0,2
"TCGA.69.7760.01A1",193,7,146,15,119,1,220,61,0,5,15,343,281,0,82,1,0,2,23,7,23,3030,1,4,12,6,0,33,17,3,1,262,0,1215,23,3,512,240,3,35,12,153,0,1,0,23,20,52,3,21,17,5,18,9,1,3565,32,231,0,0,10,158,1,1,40,21,0,0,6,3,0,24,1,469,0,2,0,1,0,0,0,1,0,1
"TCGA.71.6725.01A1",63,2,10,10,21,0,23,0,2,0,1,413,1659,0,7,0,1,13,3,7,18,61,3,2,2,135,0,78,5,134,107,703,0,16,0,2,531,34,0,2,5,203,1,0,0,503,111,2,105,10,259,2,1,0,2,520,4,4,0,0,20,389,1,1,220,12,0,3,1,4,0,201,0,0,0,0,0,6,0,0,261,0,1,0
"TCGA.69.7980.01A1",144,0,97,61,20,3,592,11,0,1,15,1502,28,0,92,3,0,232,37,35,17,1918,65,7,23,136,1,84,21,76,4,718,0,78,696,4,614,584,4,16,39,452,9,3,0,21,356,179,231,56,61,5,3,133,855,671,15,259,2,1,39,181,3,26,0,15,0,9,4,42,3,71,1,2047,1,1,0,0,0,1,0,1,2,0
"TCGA.MP.A4TA.01A1",59,4,8,618,0,4,12,3,2,0,94,1042,32,0,11,0,0,6,15,229,274,186,10,57,9,24,1,185,16,106,0,26,0,8262,12,12,959,320,26,9,24,60,2,1,0,7,186,90,74,7,49,69,2,31,74,84,0,10,0,0,2,111,0,1,74,8,0,1,1,16,0,32,0,931,13,0,1,8,1,3,0,1,1,0
"TCGA.75.7025.01A1",86,78,44,268,104,4,4480,15,21,46,7,3154,44,0,427,7,2,86,194,66,85,315,111,15,42,1254,13,201,4,50,9,488,0,490,168,5,976,304,9,16,13,687,2,1,0,74,21,4,3460,108,104,32,1,68,207,452,49,712,2,122,1,386,98,53,43,181,11,74,9,31,1,20,37,353,4,12,3,2,0,3,236,2,3,0
"TCGA.55.7726.01A1",3,0,5,63,8,1,2,2,0,1,32,431,9,0,20,0,2,1,32,66,15,190,0,3,51,15,3,3,3,13,0,30,0,24,1,0,288,74,1,0,9,23,0,1,0,13,5,1,9,6,20,1,0,0,2,1,7,80,0,1,3,9,0,0,15,20,0,0,0,0,3,2,1,81,0,0,0,0,2,0,4,0,0,0
"TCGA.05.5420.01A1",10,2,5,10,3,1,30,0,0,0,15,414,28,0,43,0,0,2,5,43,3,749,3,2,4,12,0,88,2,4,1,49,0,12,8,0,706,34,0,15,5,68,2,2,0,17,5,0,2,7,34,0,0,37,1,5,0,5,0,1,2,207,0,1,12,35,2,4,0,2,3,18,3,23,0,0,0,0,1,0,0,0,0,0
"TCGA.55.7576.01A1",134,7,249,9,20,3,115,2,0,4,43,4810,343,0,32,0,0,10,13,53,26,1335,12,4,24,99,0,39,18,665,0,199,0,609,90,5,881,168,9,30,59,443,0,2,0,30,226,11,6,44,46,1,3,205,2,337,10,177,1,0,0,208,8,661,1,55,1,0,6,3,5,115,1,5,0,6,0,1,0,0,0,1,1,0
"TCGA.05.4397.01A1",4,9,4,71,2,821,110,391,177,2,55,2112,240,0,10,0,0,0,160,4552,11,637,42,13,23,133,0,130,576,136,1,8222,0,53,3,8,208,205,30,23,40,1026,207,30,0,169,609,31,143,21,183,3,0,3,17,23,15,33,0,1,3,1073,2,769,512,16,1,7,5,30,4,18,2,1086,0,2,1,26,0,3,0,15,1,16
"TCGA.62.A46S.01A1",84,0,32,7,6,1,443,0,0,1,4,510,217,0,3837,1,0,74,21,55,1993,129,15,4,5,127,0,493,4,84,0,374,0,90,13,2,175,51,3,23,10,1529,0,1,0,26,79,26,1314,32,445,0,1,5,4,66,84,121,0,1,7,30,2,1,12,3,0,13,5,1,1,6,1,74,706,0,0,2,0,0,0,0,1,0
"TCGA.50.5049.01A1",4,7,2,6,4,0,88,0,0,1,104,1434,24,0,43,1,1,8,57,32,1,267,10,0,8,57,0,8,7,129,4,168,0,39,25,1,346,148,2,17,15,88,0,0,0,6,92,1,156,24,50,0,0,3,5,11,6,122,1,1,0,24,9,5,76,12,1,4,1,2,7,349,1,2,1,0,0,0,0,1,24,0,1,0
"TCGA.69.8254.01A1",198,18,115,103,39,2,25,4,3,2,7,3054,341,0,99,18,2,37,82,1579,108,146,56,10,11,144,10,106,2,30,65,887,0,201,353,6,341,322,2,18,55,414,0,1,1,124,40,42,3771,49,264,5,4,13,27,206,2,80,4,26,3,1908,2,6,295,122,2,20,2,25,3,30,2,452,5,8,0,4,0,0,0,1,5,1
"TCGA.50.8459.01A1",10,23,4,23,31,8,21,4,0,2,81,1693,113,0,92,3,1,61,159,2493,20,625,28,3,49,166,15,17,5,23,3,160,0,236,73,2,1165,911,3,7,24,1175,0,1,3,6,21,5,1094,40,28,3,0,3,18,46,5,822,2,15,5,52,20,10,208,43,2,42,0,10,5,2,55,3380,7,0,0,5,1,2,0,0,1,0
"TCGA.44.2659.01A1",265,0,2422,33,26,12,5446,1,25,4,153,1803,6,1,85,2,0,2,236,10,95,156,8,9,20,346,1,21,7,17,25,30,0,128,60,1,238,173,4,20,25,465,0,11,0,1088,78,4,87,51,100,4,0,312,23,259,28,1714,3,0,7,385,113,21,126,97,0,11,4,6,5,68,0,11,0,6,0,0,0,1,10,1,1,0
"TCGA.49.4487.01A1",5,0,4,3,1,0,544,8,0,2,37,568,44,0,42,1,2,59,17,40,2,92,4,3,1,8,5,20,8,6,1,371,0,51,20,3,63,150,2,9,16,181,0,1,0,13,23,3,2,11,27,0,0,0,5,61,2,13,0,0,4,89,1,12,4,3,0,0,13,10,7,447,0,2,0,0,0,0,0,0,0,0,0,0
"TCGA.55.7573.01A1",12,23,17,49,7,3,2628,3,8,0,4,812,37,0,57,10,0,65,126,94,11,46,34,4,12,126,0,47,4,23,12,113,0,686,97,7,425,139,0,10,7,261,0,0,0,782,37,2,1334,35,175,0,6,15,12,15,2,193,3,61,2,51,16,23,40,122,0,4,8,68,1,11,0,87,3,3,0,0,0,1,9,4,13,0
"TCGA.MP.A4T7.01A1",20,0,12,53,53,7,46,21,13,0,21,2109,281,1,47,2,0,333,24,113,12,100,21,1,3,79,1,130,4,66,0,53,0,42,35,1,376,502,4,5,6,543,0,12,0,80,66,10,98,37,159,0,3,6,17,207,1,84,0,0,9,43,18,9,90,33,3,5,3,7,17,90,0,409,2,1,0,6,0,0,0,1,1,0
"TCGA.50.7109.01A1",7,7,6,24,3,4,2642,0,1,1,3,1865,154,1,306,0,6,2,7,15,30,364,10,7,1,52,6,61,7,682,5,468,0,9,15,8,315,31,0,6,25,310,0,0,0,12,567,6,113,106,119,1,2,3,8,37,4,21,0,2,4,203,2,1,120,23,0,4,0,15,0,98,0,40,327,0,0,6,0,3,0,13,4,4
"TCGA.69.7763.01A1",5,13,9,27,23,1,146,5,2,0,7,1086,163,0,171,1,1,226,156,34,13,88,15,5,12,126,4,23,3,31,0,42,0,57,409,3,100,108,4,9,11,2046,0,0,0,66,31,3,171,78,52,0,0,47,6,111,2,468,1,5,13,32,6,0,40,213,1,1,2,3,2,11,0,217,2,1,0,0,0,2,0,8,0,0
"TCGA.L9.A7SV.01A1",831,2,89,118,8,4,9,8,0,0,5,3531,510,0,15,46,2,5,8,7,71,64,52,2,6,76,1,49,27,97,6,32,0,53,39,0,69,37,133,7,28,1044,1,1,1,252,371,12,33,11,111,3,0,0,2,257,1,226,1,1,7,26,6,7,297,3,0,1,0,1,1,113,0,2,2,1,0,10,0,2,0,3,0,0
"TCGA.93.7347.01A1",92,2,74,165,37,7,1439,2,0,0,55,3995,189,0,175,0,0,18,103,33,15,462,4,4,7,126,2,47,4,293,0,272,0,113,1397,2,398,325,2,28,51,79,0,0,0,543,351,4,259,16,280,1,0,3,21,277,2,1285,3,11,16,40,11,23,370,11,1,3,3,49,3,46,1,13,0,6,0,1,0,0,0,2,4,1
"TCGA.44.7670.01A1",3,23,42,468,5,422,869,13,13,2,123,1293,122,0,94,11,0,297,160,1093,49,98,85,5,12,43,11,103,47,139,66,223,0,51,168,4,793,916,4,3,206,427,61,103,0,49,802,18,2173,1028,1358,3,0,74,1166,51,28,80,1,98,13,211,10,161,166,163,1,30,126,33,2,28,0,4057,7,2,1,1,0,12,84,5,5,0
"TCGA.49.AAR4.01A1",165,4,6,26,7,11,238,13,0,0,11,2794,259,0,16,1,4,13,42,484,51,1229,26,5,10,42,1,74,82,98,4,1215,0,165,49,7,732,110,8,3,21,37,0,2,1,3,32,10,677,3,98,24,0,3,13,274,4,10,0,23,10,73,4,4,47,27,0,23,1,6,3,4,1,997,0,2,2,0,1,2,1,1,0,0
"TCGA.55.A4DF.01A1",15,1,5,11,0,39,15587,4,0,66,11,573,37,2,13,16,1,2,9,23,35,171,27,1,6,35,127,88,5,208,27,719,2,30,9,15,230,59,5,15,32,153,6,5,0,160,108,6,2825,71,105,0,1,2,0,28,18,1,0,153,2,683,8,47,755,5,0,17,0,20,4,10,0,2782,13,0,1,4,0,12,0,0,612,8
"TCGA.55.7724.01A1",11,15,9,69,24,3,73,1,0,32,4,381,11,0,17,5,1,2,518,25,16,44,8,3,7,35,0,0,3,4,0,298,0,21,5,0,245,44,0,6,3,686,2,1,3,32,34,0,79,84,43,0,1,42,8,6,0,43,0,4,0,66,1,8,28,6,0,1,0,2,1,23,0,37,1,0,0,0,0,0,0,0,4,0
"TCGA.49.AARE.01A1",74,32,2,196,1,31,74,0,3,5,28,503,61,0,30,1,25,23,33,9,20,177,11,0,23,30,2,469,135,67,1,1676,0,34,26,3,88,1298,7,126,25,80,6,2,0,3,15,0,409,16,92,3,0,1,193,3,2,3,0,18,13,18,9,8,31,11,2,6,15,4,3,4,1,26,3,2,0,4,0,2,10,0,2,0
"TCGA.62.A46Y.01A1",105,16,20,173,7,6,17,0,0,7,5,2586,106,0,306,2,0,47,56,9,39,551,63,3,6,194,4,206,3,25,5,254,0,567,60,1,752,23,4,4,12,245,0,1,1,26,137,4,1577,31,120,18,0,44,7,40,1,64,4,53,0,657,7,2,37,194,0,16,2,11,5,5,0,13,5,0,0,1,0,1,0,0,4,0
"TCGA.55.7911.01A1",107,0,21,133,3,8,25,17,1,3,6,300,143,0,49,0,2,7,2,32,40,986,3,0,4,18,1,113,74,20,1,437,0,9255,80,1,345,15,1,21,46,118,0,0,0,46,40,15,4,17,32,1,1,16,7,522,1,37,0,0,3,290,0,0,3,10,0,2,7,12,37,6,0,4,0,2,0,4,1,2,0,1,3,0
"TCGA.55.8204.01A1",9,37,1,200,5,6,100,13,0,3,20,1031,67,0,40,25,0,108,371,88,12,142,115,7,27,175,2,16,4,13,1,290,0,43,142,11,675,101,4,4,21,142,1,1,1,8,35,1,3651,37,103,0,1,10,31,31,12,561,0,30,10,44,4,1,133,153,11,53,2,39,1,1,0,16,1,3,1,0,0,0,60,1,1,0
"TCGA.55.6985.01A1",46,25,7,30,2,2,171,11,1,0,42,1308,106,0,34,1,0,111,140,5,13,351,67,2,7,60,0,12,1,181,8,271,0,63,227,7,337,186,0,10,21,181,0,4,0,30,50,4,1789,21,113,6,1,205,11,353,5,57,2,69,1,106,17,2,107,84,1,55,0,16,10,49,0,71,0,3,0,0,0,0,0,0,1,0
"TCGA.69.7973.01A1",47,5,11,223,12,1,5289,44,1,34,3,5306,457,0,8101,3,0,5,295,61,43,543,21,1,24,85,1,88,68,139,0,2960,0,40,193,4,240,160,1,305,40,3677,23,2,0,42,75,23,680,133,206,7,2,8,5,432,4,74,0,9,15,727,6,84,190,25,0,110,158,30,0,98,0,4830,1516,0,0,2,1,1,0,3,25,0
"TCGA.50.6597.01A1",105,1,11,252,8,6,540,7,1,3,6,3815,371,0,4,4,2,37,10,10,10,317,10,0,0,20,0,337,15,23,1,222,0,71,274,1,165,9,2,2,23,631,0,1,0,26,185,17,322,7,17,0,1,0,2,21,1,56,0,0,1,5,10,2,111,6,0,3,16,13,1,9,0,39,1,1,0,0,0,1,0,3,0,0
"TCGA.55.8096.01A1",126,3,47,35,49,8,2735,84,5,68,140,3747,51,0,106,1,3,34,148,293,142,2047,10,50,10,105,5,711,654,189,2,1550,0,160,829,5,289,438,6,33,31,838,1,15,0,606,217,82,4004,21,759,4,332,2,10,367,6,327,3,15,40,300,7,3,146,33,4,6,49,4,17,13,12,2007,2,7,1,4,0,21,46,8,0,0
"TCGA.50.6593.01A1",103,11,9,26,21,2,63,0,0,6,24,2025,20,0,40,2,1,25,113,7,13,541,20,1,7,153,2,21,6,234,7,274,0,75,51,4,515,89,0,7,17,327,0,1,1,6,37,32,621,18,33,1,3,11,9,59,7,103,1,30,2,20,28,3,11,23,0,6,1,6,2,7,6,7,3,1,1,0,0,0,1,1,1,0
"TCGA.97.7937.01A1",84,3,32,18,61,3,1400,2,0,1,8,2149,67,0,17,2,1,11,12,20,42,153,2,0,3,16,2,18,17,148,0,239,0,6,8,6,154,115,3,7,3,17,0,2,1,510,315,0,15,3,304,2,8,1,2,28,0,11,0,2,5,86,3,1,16,1,0,7,1,0,0,404,0,0,0,0,1,6,0,0,709,0,0,2
"TCGA.86.7714.01A1",184,3,12,28,2,1,115,2,0,1,2,622,61,0,85,0,0,21,9,9,40,47,2,0,5,86,2,15,3,13,0,350,0,128,6,0,586,46,1,4,3,71,0,0,0,356,4,4,7,15,71,2,1,243,5,71,0,10,0,0,0,47,5,8,0,5,0,1,1,2,0,4,0,49,0,0,0,0,0,0,0,0,0,0
"TCGA.44.6775.01A1",13,4,11,13,17,11,208,4,1,0,118,1016,114,1,93,1,0,13,100,8,8,208,5,3,15,13,1,37,6,38,2,360,0,65,69,3,1041,833,2,4,30,37,0,1,1,23,49,14,667,15,228,8,1,3,2,127,12,23,1,12,1,37,2,1,88,8,1,2,3,2,8,6,3,8,1,4,0,2,1,1,0,2,4,0
"TCGA.44.8119.01A1",26,12,3,20,0,12,50237,11,4,97,89,6537,1445,0,60,1,0,2,175,670,280,970,9,300,110,12,11,98,618,1631,1,1219,0,84,642,10,2717,228,2,46,151,200,43,0,0,0,177,5,13,21,2241,23,5,123,7,44,5,21,2,2,0,758,15,281,333,26,1,16,9,0,23,23,0,23,9,0,1,8,0,3,1,1,1,5
"TCGA.78.8662.01A1",21,5,21,1,7,1,1386,0,0,139,0,1413,25,0,4,1,1,7,2,0,9,85,21,61,11,32,0,42,15,5,0,89,0,15,15,2,1012,1,6,0,11,371,0,7,0,3,103,1,10,7,33,3,0,153,3,6,0,142,0,0,2,2,2,0,2,2,0,3,2,0,0,416,0,2,0,1,0,4,0,1,0,0,2,0
"TCGA.86.7953.01A1",27,0,3,17,16,208,3125,28,0,1,18,1351,584,0,171,1,0,5,9,78,113,370,18,43,7,25,1,75,7,250,0,287,0,130,15,3,1884,144,3,42,78,92,0,292,0,226,98,10,74,292,2964,42,295,9,1190,189,4,140,1,1,1,119,2,0,80,9,0,1,2,1,8,17,1,8,2,0,0,1,0,2,0,1,0,0
"TCGA.91.6829.01A1",21,8,283,49,1,5,3,4,1,3,24,967,49,0,30,92,1,10,24,31,37,827,39,1,33,30,24,13,3,5,1,30,0,159,61,3,353,228,1,9,4,206,3,0,0,3,42,13,0,171,146,6,0,420,422,40,3,9,0,3,10,311,0,364,1,6,1,0,6,1,6,219,0,63,0,0,0,2,0,0,1,0,0,1
"TCGA.05.4434.01A1",177,10,21,267,39,26,323,90,20,2,68,4081,160,0,507,7,2,113,149,115,119,330,51,4,13,163,1,225,111,651,4,933,0,477,166,5,573,1749,15,27,47,1602,0,12,23,25,217,80,1185,65,419,3,23,10,13,271,8,471,4,17,26,100,39,12,328,107,7,17,42,15,12,55,11,203,5,0,1,15,0,3,97,2,7,0
"TCGA.55.8508.01A1",66,9,1,9,3,12,1788,0,0,2,11,1301,543,1,586,3,2,5,28,42,3,117,0,1,4,33,2,81,12,87,0,478,0,42,3,0,314,55,1,6,9,859,6,0,1,3,78,5,65,25,104,1,0,34,1,42,0,42,0,1,2,40,0,2,290,5,0,0,0,0,0,52,1,2799,33,0,1,0,0,0,0,0,0,0
"TCGA.50.8460.01A1",154,16,30,301,12,10,154,1,2,0,0,5066,107,0,30,1,0,21,20,11,59,139,8,1,12,217,1,161,9,18,0,265,0,416,31,2,438,49,1,9,16,651,0,0,0,462,322,3,222,23,30,3,0,31,6,300,0,35,0,2,1,1963,3,5,27,37,0,5,0,5,2,9,0,3,0,2,1,1,0,0,0,0,0,0
"TCGA.83.5908.01A1",23,2,2,39,2,4,13,1,1,0,5,2201,47,3,23,0,1,10,21,5,23,151,23,15,8,32,0,47,34,113,0,42,0,61,8,5,1522,30,1,15,71,56,0,1,0,7,65,5,234,12,51,25,2,8,4,42,1,139,0,5,4,272,5,0,159,13,1,79,3,8,2,3,0,255,1,0,1,2,1,1,0,1,2,0
"TCGA.97.7554.01A1",49,6,203,16,5,0,74,0,0,1,15,1148,173,1,26,1,0,11,37,104,23,118,3,30,11,71,1,15,21,50,2,205,0,65,11,1,84,231,0,16,24,94,0,2,1,17,50,8,26,23,301,1,1,139,940,1268,7,103,1,2,8,130,0,4,84,7,0,3,0,3,7,119,2,3,0,0,0,1,0,2,120,0,0,0
"TCGA.78.7156.01A1",30,2,4,1538,130,0,627,0,0,1,0,1404,6,0,1033,12,0,71,1248,0,185,131,4,1,2,203,0,712,3,51,2,261,0,51,31,0,60,11,4,5,4,1080,0,0,0,15,120,4,0,51,12,2,0,2,5,194,2,4,0,0,7,15,0,1,2,6,0,1,0,3,0,127,0,9,0,2,1,0,0,0,1,0,5,1
"TCGA.73.4658.01A1",8,0,8,8,12,1,7,0,0,1,20,3659,285,0,89,4,0,5,56,47,5,188,5,0,9,122,5,9,33,322,1,383,0,51,6,3,1124,99,4,5,5,227,0,1,0,13,32,1,34,28,110,1,1,1,2,33,1,594,0,2,1,79,2,1,68,24,0,3,1,0,6,8,2,0,0,0,0,1,0,3,0,1,0,0
"TCGA.55.7910.01A1",4,0,6,2,0,1,281,2,0,30,1,282,78,1,278,1,1,10,6,111,10,68,12,0,5,6,0,327,6,51,0,130,0,4,63,2,61,46,1,3,5,562,0,2,0,4,18,1,1,23,259,1,0,0,15,5,0,5,1,0,0,8,2,0,7,7,0,0,8,2,1,156,0,32,39,1,5,2,1,2,4,0,0,0
"TCGA.55.8621.01A1",33,25,42,67,31,2,165,15,1,2,13,3070,119,0,193,11,1,42,106,74,34,595,67,13,15,468,3,60,7,105,16,488,0,144,148,2,200,84,7,82,16,2337,1,2,1,142,44,5,2014,171,44,2,0,94,25,103,6,37,0,42,1,92,32,9,49,131,3,35,0,24,7,129,4,146,3,1,0,2,0,1,0,1,6,1
"TCGA.44.7661.01A1",39,1,11,39,12,15,78,1,2,0,1919,6155,159,0,494,1,0,0,32,890,46,509,5,28,40,97,2,43,7,71,0,148,0,288,25,4,1505,665,0,15,33,859,2,2,0,44,104,12,4,196,360,2,1,15,15,184,10,122,3,4,17,278,7,8,1,15,2,172,0,10,8,98,0,2450,1,0,2,3,1,9,0,0,0,0
"TCGA.97.8179.01A1",53,0,37,12,16,0,1681,0,0,0,4,3260,5,0,4783,9,0,51,40,4,56,285,6,401,24,341,1,229,23,3,3,20,0,113,27,11,343,66,2,8,8,1657,0,0,0,59,61,50,42,149,31,4,1,59,3,792,0,217,0,0,17,9,3,2,10,9,0,0,0,3,4,20,4,189,1,1,0,1,0,2,0,0,6,1
"TCGA.97.7938.01A1",418,1,40,80,18,0,1123,1,0,10,3,1142,63,0,37,6,0,4,27,5,16,130,18,0,7,168,0,42,1,46,1,63,0,144,30,3,92,353,3,20,20,222,0,0,0,24,39,5,158,40,59,1,0,151,547,80,0,43,0,0,13,32,11,11,92,21,0,1,0,13,3,101,0,121,0,2,1,0,0,0,1,0,1,0
"TCGA.69.8453.01A1",12,20,9,44,13,4,33,1,2,23,11,3088,78,0,52,10,2,46,55,846,24,71,30,12,12,624,7,126,3,32,10,137,0,90,100,4,450,355,9,5,10,836,2,4,2,144,27,1,1468,32,184,1,1,1,16,33,8,40,0,15,5,49,13,6,181,95,0,23,0,12,5,42,12,3743,5,2,0,0,0,0,0,0,2,0
"TCGA.49.4494.01A1",23,1,21,10,26,6,988,84,3,0,25,2344,904,0,10,1,0,3,12,1015,60,194,8,0,4,5,0,17,85,292,3,5580,0,63,5,0,6204,35,2,128,11,503,0,0,0,25,139,13,79,13,703,11,1,171,2021,355,0,121,0,1,0,636,0,0,53,61,0,12,0,0,1,15,0,300,1,0,0,0,0,1,0,0,0,1
"TCGA.55.7281.01A1",137,2,17,117,47,0,30,4,0,2,68,1860,178,0,23,2,4,13,23,11,2,159,4,2,6,89,15,21,10,33,1,853,0,142,225,0,1215,166,2,6,20,150,0,1,0,15,40,3,71,15,110,2,1,3,6,379,4,436,0,2,3,17,2,5,81,17,0,4,0,3,6,97,3,0,1,0,1,0,2,0,0,0,0,0
"TCGA.86.7954.01A1",588,6,33,21,4,4,1078,35,0,688,11,788,40,0,46,0,2,37,49,199,10,366,21,3,49,73,2,104,53,24,17,277,0,148,98,2,447,715,3,17,23,351,1,2,0,274,56,88,475,23,221,3,0,15,30,341,7,18,1,0,44,24,9,2,20,129,0,10,15,12,8,42,1,1332,1,1,0,0,0,1,1,2,0,0
"TCGA.55.6986.01A1",61,1,6,205,7,0,47,3,1,0,3,490,47,0,73,2,0,61,16,13,12,80,2,10,17,52,0,11,2,5,0,101,0,97,13,3,274,59,0,9,28,476,1,1,0,42,177,16,9,25,49,2,1,10,5,173,1,33,3,0,3,2217,0,15,493,49,0,0,9,1,3,11,2,21,0,1,0,0,0,6,0,0,0,1
"TCGA.78.8640.01A1",13,15,3,259,7,0,24,0,0,86,2,565,27,0,11,0,0,1,5,20,6,66,7,0,7,8,0,21,5,33,0,488,0,16,2,1,594,1937,4,1,8,177,4,0,0,17,65,2,3,18,30,6,1,1,49,193,1,10,0,1,7,156,2,5,249,3,0,3,8,1,0,9,1,113,0,0,0,15,0,0,0,0,0,0
"TCGA.44.4112.01A1",43,18,15,5,10,1,983,6,0,1,64,2058,455,0,42,1,8,24,61,92,33,277,2,4,16,53,8,15,11,122,6,257,0,87,55,0,468,92,11,24,37,110,0,1,1,11,84,17,32,23,166,7,0,121,4,259,6,327,0,0,4,184,2,76,160,189,0,1,27,17,3,26,9,179,1,2,1,5,0,1,37,0,1,0
"TCGA.55.8091.01A1",21,13,7,18,10,5,15,20,1,1,92,2054,74,0,971,8,8,39,115,30,44,465,30,6,15,52,1,135,4,42,11,857,0,445,61,0,728,337,1,21,18,98,0,0,0,47,63,12,1075,10,306,3,4,84,113,126,6,78,4,34,10,1465,1,2,8,89,1,9,2,25,2,12,3,61,11,3,0,0,0,0,0,1,3,0
"TCGA.80.5611.01A1",7,13,0,33,0,0,156,0,1,0,6,356,177,1,7,1,0,2,3,11,30,308,0,0,4,31,0,30,23,15,0,874,0,49,5,1,1869,308,2,28,4,47,10,0,0,30,15,4,18,0,285,7,0,86,3,0,1,7,0,1,21,168,0,163,30,1,0,2,1,10,2,71,0,56,0,2,1,3,0,1,0,1,1,0
